"","batsman","bowler","no_of_times","no_of_balls","p_out","p_not_out"
"4542","UBT Chand","R Sharma",1,5,0.2,0.8
"4543","UBT Chand","R Vinay Kumar",1,13,0.0769230769230769,0.923076923076923
"4544","UBT Chand","S Sreesanth",1,9,0.111111111111111,0.888888888888889
"4545","UBT Chand","SK Warne",1,1,1,0
"4546","UBT Chand","SL Malinga",1,2,0.5,0.5
"4547","UBT Chand","TG Southee",1,8,0.125,0.875
"4548","UBT Chand","YS Chahal",1,16,0.0625,0.9375
"4549","Umar Gul","Sohail Tanvir",1,4,0.25,0.75
"4550","Umar Gul","VRV Singh",1,1,1,0
"4551","UT Khawaja","A Mishra",1,6,0.166666666666667,0.833333333333333
"4552","UT Khawaja","CH Morris",1,3,0.333333333333333,0.666666666666667
"4553","UT Khawaja","Gurkeerat Singh",1,5,0.2,0.8
"4554","UT Khawaja","Shakib Al Hasan",1,2,0.5,0.5
"4555","UT Yadav","A Nehra",1,1,1,0
"4556","UT Yadav","DJ Bravo",1,7,0.142857142857143,0.857142857142857
"4557","UT Yadav","Harbhajan Singh",1,3,0.333333333333333,0.666666666666667
"4558","UT Yadav","MG Johnson",1,1,1,0
"4559","UT Yadav","P Parameswaran",1,2,0.5,0.5
"4560","UT Yadav","R Ashwin",1,3,0.333333333333333,0.666666666666667
"4561","UT Yadav","Z Khan",1,2,0.5,0.5
"4562","V Kohli","A Ashish Reddy",2,26,0.0769230769230769,0.923076923076923
"4563","V Kohli","A Mishra",1,86,0.0116279069767442,0.988372093023256
"4564","V Kohli","A Nehra",6,57,0.105263157894737,0.894736842105263
"4565","V Kohli","A Symonds",1,11,0.0909090909090909,0.909090909090909
"4566","V Kohli","AB Dinda",2,30,0.0666666666666667,0.933333333333333
"4567","V Kohli","AC Thomas",1,5,0.2,0.8
"4568","V Kohli","AD Mathews",1,13,0.0769230769230769,0.923076923076923
"4569","V Kohli","AD Russell",1,24,0.0416666666666667,0.958333333333333
"4570","V Kohli","AN Ahmed",1,1,1,0
"4571","V Kohli","Anureet Singh",1,16,0.0625,0.9375
"4572","V Kohli","Azhar Mahmood",1,11,0.0909090909090909,0.909090909090909
"4573","V Kohli","B Kumar",2,46,0.0434782608695652,0.956521739130435
"4574","V Kohli","BB Sran",1,4,0.25,0.75
"4575","V Kohli","Bipul Sharma",1,15,0.0666666666666667,0.933333333333333
"4576","V Kohli","BJ Hodge",1,3,0.333333333333333,0.666666666666667
"4577","V Kohli","C Nanda",1,2,0.5,0.5
"4578","V Kohli","CH Morris",1,39,0.0256410256410256,0.974358974358974
"4579","V Kohli","DAJ Bracewell",1,1,1,0
"4580","V Kohli","DE Bollinger",1,24,0.0416666666666667,0.958333333333333
"4581","V Kohli","DS Kulkarni",3,51,0.0588235294117647,0.941176470588235
"4582","V Kohli","IK Pathan",3,70,0.0428571428571429,0.957142857142857
"4583","V Kohli","JA Morkel",2,53,0.0377358490566038,0.962264150943396
"4584","V Kohli","JH Kallis",3,35,0.0857142857142857,0.914285714285714
"4585","V Kohli","JJ Bumrah",1,34,0.0294117647058824,0.970588235294118
"4586","V Kohli","Joginder Sharma",1,4,0.25,0.75
"4587","V Kohli","JP Faulkner",1,14,0.0714285714285714,0.928571428571429
"4588","V Kohli","KA Pollard",3,28,0.107142857142857,0.892857142857143
"4589","V Kohli","KC Cariappa",1,16,0.0625,0.9375
"4590","V Kohli","KH Pandya",1,8,0.125,0.875
"4591","V Kohli","KW Richardson",1,15,0.0666666666666667,0.933333333333333
"4592","V Kohli","L Balaji",3,25,0.12,0.88
"4593","V Kohli","M Kartik",1,6,0.166666666666667,0.833333333333333
"4594","V Kohli","M Morkel",3,62,0.0483870967741935,0.951612903225806
"4595","V Kohli","M Muralitharan",2,39,0.0512820512820513,0.948717948717949
"4596","V Kohli","MF Maharoof",1,2,0.5,0.5
"4597","V Kohli","MJ McClenaghan",2,17,0.117647058823529,0.882352941176471
"4598","V Kohli","MM Patel",1,25,0.04,0.96
"4599","V Kohli","Mohammed Shami",1,13,0.0769230769230769,0.923076923076923
"4600","V Kohli","MS Gony",1,55,0.0181818181818182,0.981818181818182
"4601","V Kohli","Mustafizur Rahman",1,19,0.0526315789473684,0.947368421052632
"4602","V Kohli","NLTC Perera",1,42,0.0238095238095238,0.976190476190476
"4603","V Kohli","P Awana",2,27,0.0740740740740741,0.925925925925926
"4604","V Kohli","P Kumar",1,60,0.0166666666666667,0.983333333333333
"4605","V Kohli","P Suyal",1,2,0.5,0.5
"4606","V Kohli","Pankaj Singh",1,17,0.0588235294117647,0.941176470588235
"4607","V Kohli","PP Chawla",3,72,0.0416666666666667,0.958333333333333
"4608","V Kohli","PP Ojha",1,31,0.032258064516129,0.967741935483871
"4609","V Kohli","PV Tambe",1,34,0.0294117647058824,0.970588235294118
"4610","V Kohli","R Sharma",1,34,0.0294117647058824,0.970588235294118
"4611","V Kohli","R Vinay Kumar",1,21,0.0476190476190476,0.952380952380952
"4612","V Kohli","RA Jadeja",2,90,0.0222222222222222,0.977777777777778
"4613","V Kohli","RJ Harris",2,21,0.0952380952380952,0.904761904761905
"4614","V Kohli","RP Singh",2,39,0.0512820512820513,0.948717948717949
"4615","V Kohli","RS Bopara",1,12,0.0833333333333333,0.916666666666667
"4616","V Kohli","Sandeep Sharma",4,23,0.173913043478261,0.826086956521739
"4617","V Kohli","SB Jakati",2,57,0.0350877192982456,0.964912280701754
"4618","V Kohli","SK Raina",1,45,0.0222222222222222,0.977777777777778
"4619","V Kohli","SK Trivedi",2,31,0.0645161290322581,0.935483870967742
"4620","V Kohli","SK Warne",1,28,0.0357142857142857,0.964285714285714
"4621","V Kohli","Sohail Tanvir",1,6,0.166666666666667,0.833333333333333
"4622","V Kohli","SP Narine",2,57,0.0350877192982456,0.964912280701754
"4623","V Kohli","SR Watson",1,26,0.0384615384615385,0.961538461538462
"4624","V Kohli","TG Southee",1,32,0.03125,0.96875
"4625","V Kohli","UT Yadav",1,75,0.0133333333333333,0.986666666666667
"4626","V Kohli","VRV Singh",1,7,0.142857142857143,0.857142857142857
"4627","V Kohli","WPUJC Vaas",1,2,0.5,0.5
"4628","V Kohli","Z Khan",1,36,0.0277777777777778,0.972222222222222
"4629","V Pratap Singh","SL Malinga",1,1,1,0
"4630","V Sehwag","A Mishra",1,26,0.0384615384615385,0.961538461538462
"4631","V Sehwag","A Mithun",1,2,0.5,0.5
"4632","V Sehwag","A Nehra",3,38,0.0789473684210526,0.921052631578947
"4633","V Sehwag","A Symonds",1,14,0.0714285714285714,0.928571428571429
"4634","V Sehwag","AB Agarkar",1,10,0.1,0.9
"4635","V Sehwag","AB Dinda",1,14,0.0714285714285714,0.928571428571429
"4636","V Sehwag","AB McDonald",1,1,1,0
"4637","V Sehwag","AD Mascarenhas",1,28,0.0357142857142857,0.964285714285714
"4638","V Sehwag","AD Russell",1,2,0.5,0.5
"4639","V Sehwag","AG Murtaza",1,9,0.111111111111111,0.888888888888889
"4640","V Sehwag","B Kumar",1,20,0.05,0.95
"4641","V Sehwag","B Lee",1,28,0.0357142857142857,0.964285714285714
"4642","V Sehwag","BW Hilfenhaus",2,20,0.1,0.9
"4643","V Sehwag","CH Gayle",1,3,0.333333333333333,0.666666666666667
"4644","V Sehwag","DE Bollinger",1,10,0.1,0.9
"4645","V Sehwag","DJ Bravo",1,8,0.125,0.875
"4646","V Sehwag","DJ Hussey",1,4,0.25,0.75
"4647","V Sehwag","DJ Thornely",1,1,1,0
"4648","V Sehwag","DJG Sammy",1,1,1,0
"4649","V Sehwag","DP Vijaykumar",1,2,0.5,0.5
"4650","V Sehwag","DS Kulkarni",1,15,0.0666666666666667,0.933333333333333
"4651","V Sehwag","DW Steyn",2,37,0.0540540540540541,0.945945945945946
"4652","V Sehwag","GB Hogg",2,17,0.117647058823529,0.882352941176471
"4653","V Sehwag","Harbhajan Singh",2,40,0.05,0.95
"4654","V Sehwag","Harmeet Singh",2,17,0.117647058823529,0.882352941176471
"4655","V Sehwag","I Sharma",1,23,0.0434782608695652,0.956521739130435
"4656","V Sehwag","IC Pandey",1,22,0.0454545454545455,0.954545454545455
"4657","V Sehwag","IK Pathan",2,17,0.117647058823529,0.882352941176471
"4658","V Sehwag","JA Morkel",1,45,0.0222222222222222,0.977777777777778
"4659","V Sehwag","JD Ryder",1,10,0.1,0.9
"4660","V Sehwag","JD Unadkat",2,17,0.117647058823529,0.882352941176471
"4661","V Sehwag","JH Kallis",2,35,0.0571428571428571,0.942857142857143
"4662","V Sehwag","Joginder Sharma",1,15,0.0666666666666667,0.933333333333333
"4663","V Sehwag","JP Duminy",2,8,0.25,0.75
"4664","V Sehwag","JP Faulkner",2,6,0.333333333333333,0.666666666666667
"4665","V Sehwag","L Balaji",1,26,0.0384615384615385,0.961538461538462
"4666","V Sehwag","M Kartik",1,16,0.0625,0.9375
"4667","V Sehwag","M Muralitharan",1,18,0.0555555555555556,0.944444444444444
"4668","V Sehwag","MM Patel",3,40,0.075,0.925
"4669","V Sehwag","MM Sharma",2,26,0.0769230769230769,0.923076923076923
"4670","V Sehwag","Mohammed Shami",1,19,0.0526315789473684,0.947368421052632
"4671","V Sehwag","MS Gony",2,23,0.0869565217391304,0.91304347826087
"4672","V Sehwag","P Awana",2,12,0.166666666666667,0.833333333333333
"4673","V Sehwag","P Kumar",2,47,0.0425531914893617,0.957446808510638
"4674","V Sehwag","P Parameswaran",1,3,0.333333333333333,0.666666666666667
"4675","V Sehwag","Pankaj Singh",1,17,0.0588235294117647,0.941176470588235
"4676","V Sehwag","PP Chawla",2,34,0.0588235294117647,0.941176470588235
"4677","V Sehwag","PP Ojha",2,25,0.08,0.92
"4678","V Sehwag","R Ashwin",1,28,0.0357142857142857,0.964285714285714
"4679","V Sehwag","R Bhatia",1,1,1,0
"4680","V Sehwag","R Vinay Kumar",2,32,0.0625,0.9375
"4681","V Sehwag","RJ Peterson",1,4,0.25,0.75
"4682","V Sehwag","RP Singh",1,56,0.0178571428571429,0.982142857142857
"4683","V Sehwag","S Dhawan",1,2,0.5,0.5
"4684","V Sehwag","S Narwal",1,2,0.5,0.5
"4685","V Sehwag","S Sreesanth",1,21,0.0476190476190476,0.952380952380952
"4686","V Sehwag","Shoaib Akhtar",1,2,0.5,0.5
"4687","V Sehwag","SL Malinga",1,39,0.0256410256410256,0.974358974358974
"4688","V Sehwag","SR Watson",3,24,0.125,0.875
"4689","V Sehwag","SW Tait",1,13,0.0769230769230769,0.923076923076923
"4690","V Sehwag","TG Southee",1,1,1,0
"4691","V Sehwag","UT Yadav",2,25,0.08,0.92
"4692","V Sehwag","WPUJC Vaas",2,22,0.0909090909090909,0.909090909090909
"4693","V Sehwag","YS Chahal",2,12,0.166666666666667,0.833333333333333
"4694","V Sehwag","Z Khan",2,33,0.0606060606060606,0.939393939393939
"4695","VH Zol","MM Sharma",1,4,0.25,0.75
"4696","VH Zol","R Tewatia",1,2,0.5,0.5
"4697","VR Aaron","B Kumar",1,3,0.333333333333333,0.666666666666667
"4698","VRV Singh","L Balaji",1,1,1,0
"4699","VS Malik","Z Khan",1,3,0.333333333333333,0.666666666666667
"4700","VVS Laxman","AB Dinda",1,6,0.166666666666667,0.833333333333333
"4701","VVS Laxman","AP Dole",1,3,0.333333333333333,0.666666666666667
"4702","VVS Laxman","DJ Bravo",1,14,0.0714285714285714,0.928571428571429
"4703","VVS Laxman","JA Morkel",1,11,0.0909090909090909,0.909090909090909
"4704","VVS Laxman","JD Ryder",1,1,1,0
"4705","VVS Laxman","M Kartik",1,1,1,0
"4706","VVS Laxman","Mohammad Asif",1,5,0.2,0.8
"4707","VVS Laxman","P Kumar",1,7,0.142857142857143,0.857142857142857
"4708","VVS Laxman","PP Chawla",1,5,0.2,0.8
"4709","VVS Laxman","SK Raina",1,3,0.333333333333333,0.666666666666667
"4710","VVS Laxman","SK Warne",1,1,1,0
"4711","VVS Laxman","SW Tait",1,2,0.5,0.5
"4712","VVS Laxman","TM Dilshan",1,12,0.0833333333333333,0.916666666666667
"4713","VVS Laxman","WD Parnell",1,1,1,0
"4714","VY Mahesh","LR Shukla",1,4,0.25,0.75
"4715","VY Mahesh","MM Patel",1,5,0.2,0.8
"4716","W Jaffer","A Singh",1,3,0.333333333333333,0.666666666666667
"4717","W Jaffer","AB Dinda",1,11,0.0909090909090909,0.909090909090909
"4718","W Jaffer","GD McGrath",1,6,0.166666666666667,0.833333333333333
"4719","W Jaffer","P Amarnath",1,7,0.142857142857143,0.857142857142857
"4720","W Jaffer","PP Ojha",1,5,0.2,0.8
"4721","W Jaffer","S Sreesanth",1,5,0.2,0.8
"4722","W Jaffer","Z Khan",1,7,0.142857142857143,0.857142857142857
"4723","WA Mota","JA Morkel",1,9,0.111111111111111,0.888888888888889
"4724","WA Mota","JP Duminy",1,1,1,0
"4725","WA Mota","R Ashwin",1,4,0.25,0.75
"4726","WA Mota","SL Malinga",1,2,0.5,0.5
"4727","WA Mota","TL Suman",1,6,0.166666666666667,0.833333333333333
"4728","WD Parnell","BE Hendricks",1,2,0.5,0.5
"4729","WD Parnell","JEC Franklin",1,5,0.2,0.8
"4730","WD Parnell","L Balaji",1,3,0.333333333333333,0.666666666666667
"4731","WD Parnell","MM Patel",1,2,0.5,0.5
"4732","WD Parnell","SL Malinga",1,9,0.111111111111111,0.888888888888889
"4733","WD Parnell","SP Narine",1,9,0.111111111111111,0.888888888888889
"4734","WP Saha","A Kumble",1,13,0.0769230769230769,0.923076923076923
"4735","WP Saha","A Mishra",2,24,0.0833333333333333,0.916666666666667
"4736","WP Saha","A Nehra",1,2,0.5,0.5
"4737","WP Saha","A Symonds",1,2,0.5,0.5
"4738","WP Saha","A Zampa",1,2,0.5,0.5
"4739","WP Saha","CH Morris",1,9,0.111111111111111,0.888888888888889
"4740","WP Saha","D Wiese",1,1,1,0
"4741","WP Saha","DJ Bravo",3,27,0.111111111111111,0.888888888888889
"4742","WP Saha","DJ Hussey",1,6,0.166666666666667,0.833333333333333
"4743","WP Saha","DW Steyn",1,12,0.0833333333333333,0.916666666666667
"4744","WP Saha","HV Patel",1,3,0.333333333333333,0.666666666666667
"4745","WP Saha","JH Kallis",1,10,0.1,0.9
"4746","WP Saha","JP Faulkner",1,23,0.0434782608695652,0.956521739130435
"4747","WP Saha","KV Sharma",1,26,0.0384615384615385,0.961538461538462
"4748","WP Saha","L Balaji",1,15,0.0666666666666667,0.933333333333333
"4749","WP Saha","M Morkel",3,33,0.0909090909090909,0.909090909090909
"4750","WP Saha","MC Henriques",2,23,0.0869565217391304,0.91304347826087
"4751","WP Saha","MJ McClenaghan",1,8,0.125,0.875
"4752","WP Saha","MM Sharma",1,7,0.142857142857143,0.857142857142857
"4753","WP Saha","Mohammed Shami",2,5,0.4,0.6
"4754","WP Saha","MS Gony",1,17,0.0588235294117647,0.941176470588235
"4755","WP Saha","NM Coulter-Nile",1,5,0.2,0.8
"4756","WP Saha","P Awana",1,7,0.142857142857143,0.857142857142857
"4757","WP Saha","P Negi",1,7,0.142857142857143,0.857142857142857
"4758","WP Saha","PP Chawla",2,55,0.0363636363636364,0.963636363636364
"4759","WP Saha","R Bhatia",1,8,0.125,0.875
"4760","WP Saha","R Sharma",1,3,0.333333333333333,0.666666666666667
"4761","WP Saha","R Tewatia",1,6,0.166666666666667,0.833333333333333
"4762","WP Saha","S Aravind",1,20,0.05,0.95
"4763","WP Saha","SB Jakati",1,2,0.5,0.5
"4764","WP Saha","SK Trivedi",1,2,0.5,0.5
"4765","WP Saha","SP Narine",2,40,0.05,0.95
"4766","WP Saha","TA Boult",1,5,0.2,0.8
"4767","WP Saha","V Kohli",1,2,0.5,0.5
"4768","WP Saha","VR Aaron",1,9,0.111111111111111,0.888888888888889
"4769","WP Saha","WPUJC Vaas",1,8,0.125,0.875
"4770","WP Saha","YS Chahal",1,11,0.0909090909090909,0.909090909090909
"4771","WPUJC Vaas","AB Agarkar",1,1,1,0
"4772","WPUJC Vaas","CK Langeveldt",1,1,1,0
"4773","WPUJC Vaas","IK Pathan",1,4,0.25,0.75
"4774","WPUJC Vaas","LR Shukla",1,2,0.5,0.5
"4775","WPUJC Vaas","PD Collingwood",1,3,0.333333333333333,0.666666666666667
"4776","WPUJC Vaas","YK Pathan",1,8,0.125,0.875
"4777","X Thalaivan Sargunam","DJ Bravo",1,6,0.166666666666667,0.833333333333333
"4778","Y Gnaneswara Rao","DJ Bravo",1,5,0.2,0.8
"4779","Y Nagar","A Kumble",1,9,0.111111111111111,0.888888888888889
"4780","Y Nagar","A Singh",1,8,0.125,0.875
"4781","Y Nagar","AC Thomas",1,6,0.166666666666667,0.833333333333333
"4782","Y Nagar","AM Nayar",1,4,0.25,0.75
"4783","Y Nagar","B Lee",1,10,0.1,0.9
"4784","Y Nagar","DL Vettori",1,4,0.25,0.75
"4785","Y Nagar","DT Christian",1,8,0.125,0.875
"4786","Y Nagar","Harbhajan Singh",1,1,1,0
"4787","Y Nagar","L Balaji",1,3,0.333333333333333,0.666666666666667
"4788","Y Nagar","R Vinay Kumar",1,18,0.0555555555555556,0.944444444444444
"4789","Y Nagar","RJ Harris",1,4,0.25,0.75
"4790","Y Nagar","SL Malinga",1,1,1,0
"4791","Y Nagar","WPUJC Vaas",1,1,1,0
"4792","Y Venugopal Rao","A Kumble",1,14,0.0714285714285714,0.928571428571429
"4793","Y Venugopal Rao","A Mishra",1,6,0.166666666666667,0.833333333333333
"4794","Y Venugopal Rao","A Nehra",2,15,0.133333333333333,0.866666666666667
"4795","Y Venugopal Rao","AB McDonald",1,3,0.333333333333333,0.666666666666667
"4796","Y Venugopal Rao","DJ Bravo",1,21,0.0476190476190476,0.952380952380952
"4797","Y Venugopal Rao","DL Vettori",1,14,0.0714285714285714,0.928571428571429
"4798","Y Venugopal Rao","DS Kulkarni",1,10,0.1,0.9
"4799","Y Venugopal Rao","GD McGrath",1,16,0.0625,0.9375
"4800","Y Venugopal Rao","I Sharma",2,19,0.105263157894737,0.894736842105263
"4801","Y Venugopal Rao","JH Kallis",1,6,0.166666666666667,0.833333333333333
"4802","Y Venugopal Rao","KA Pollard",1,16,0.0625,0.9375
"4803","Y Venugopal Rao","M Muralitharan",1,28,0.0357142857142857,0.964285714285714
"4804","Y Venugopal Rao","MF Maharoof",1,14,0.0714285714285714,0.928571428571429
"4805","Y Venugopal Rao","MM Sharma",1,4,0.25,0.75
"4806","Y Venugopal Rao","ND Doshi",1,11,0.0909090909090909,0.909090909090909
"4807","Y Venugopal Rao","P Awana",1,3,0.333333333333333,0.666666666666667
"4808","Y Venugopal Rao","P Parameswaran",1,8,0.125,0.875
"4809","Y Venugopal Rao","PP Chawla",1,21,0.0476190476190476,0.952380952380952
"4810","Y Venugopal Rao","R Ashwin",2,15,0.133333333333333,0.866666666666667
"4811","Y Venugopal Rao","R Vinay Kumar",1,23,0.0434782608695652,0.956521739130435
"4812","Y Venugopal Rao","RA Jadeja",1,16,0.0625,0.9375
"4813","Y Venugopal Rao","S Sreesanth",1,15,0.0666666666666667,0.933333333333333
"4814","Y Venugopal Rao","Sandeep Sharma",1,4,0.25,0.75
"4815","Y Venugopal Rao","SB Jakati",1,24,0.0416666666666667,0.958333333333333
"4816","Y Venugopal Rao","SK Trivedi",1,11,0.0909090909090909,0.909090909090909
"4817","Y Venugopal Rao","SK Warne",1,19,0.0526315789473684,0.947368421052632
"4818","Y Venugopal Rao","SL Malinga",2,10,0.2,0.8
"4819","Y Venugopal Rao","Yuvraj Singh",2,19,0.105263157894737,0.894736842105263
"4820","Yashpal Singh","A Mishra",1,2,0.5,0.5
"4821","Yashpal Singh","DJ Bravo",1,2,0.5,0.5
"4822","Yashpal Singh","MM Patel",1,16,0.0625,0.9375
"4823","Yashpal Singh","SK Warne",1,6,0.166666666666667,0.833333333333333
"4824","YK Pathan","A Kumble",1,8,0.125,0.875
"4825","YK Pathan","A Mishra",1,56,0.0178571428571429,0.982142857142857
"4826","YK Pathan","A Nehra",1,19,0.0526315789473684,0.947368421052632
"4827","YK Pathan","AB Dinda",1,17,0.0588235294117647,0.941176470588235
"4828","YK Pathan","Ankit Sharma",1,10,0.1,0.9
"4829","YK Pathan","Azhar Mahmood",1,4,0.25,0.75
"4830","YK Pathan","B Kumar",3,33,0.0909090909090909,0.909090909090909
"4831","YK Pathan","B Lee",1,3,0.333333333333333,0.666666666666667
"4832","YK Pathan","BAW Mendis",1,9,0.111111111111111,0.888888888888889
"4833","YK Pathan","BE Hendricks",1,8,0.125,0.875
"4834","YK Pathan","C Nanda",1,3,0.333333333333333,0.666666666666667
"4835","YK Pathan","CK Langeveldt",1,8,0.125,0.875
"4836","YK Pathan","CR Brathwaite",1,2,0.5,0.5
"4837","YK Pathan","CRD Fernando",1,1,1,0
"4838","YK Pathan","D du Preez",1,4,0.25,0.75
"4839","YK Pathan","D Kalyankrishna",1,6,0.166666666666667,0.833333333333333
"4840","YK Pathan","DJ Bravo",1,26,0.0384615384615385,0.961538461538462
"4841","YK Pathan","DS Kulkarni",1,21,0.0476190476190476,0.952380952380952
"4842","YK Pathan","DW Steyn",2,49,0.0408163265306122,0.959183673469388
"4843","YK Pathan","Imran Tahir",1,12,0.0833333333333333,0.916666666666667
"4844","YK Pathan","JA Morkel",2,31,0.0645161290322581,0.935483870967742
"4845","YK Pathan","JD Unadkat",1,8,0.125,0.875
"4846","YK Pathan","JEC Franklin",1,14,0.0714285714285714,0.928571428571429
"4847","YK Pathan","JR Hopes",1,10,0.1,0.9
"4848","YK Pathan","KA Pollard",2,24,0.0833333333333333,0.916666666666667
"4849","YK Pathan","Karanveer Singh",2,10,0.2,0.8
"4850","YK Pathan","KK Cooper",1,5,0.2,0.8
"4851","YK Pathan","KV Sharma",1,26,0.0384615384615385,0.961538461538462
"4852","YK Pathan","L Balaji",1,28,0.0357142857142857,0.964285714285714
"4853","YK Pathan","M Kartik",1,16,0.0625,0.9375
"4854","YK Pathan","M Morkel",1,18,0.0555555555555556,0.944444444444444
"4855","YK Pathan","M Muralitharan",1,34,0.0294117647058824,0.970588235294118
"4856","YK Pathan","MC Henriques",2,18,0.111111111111111,0.888888888888889
"4857","YK Pathan","MF Maharoof",2,20,0.1,0.9
"4858","YK Pathan","MG Johnson",1,12,0.0833333333333333,0.916666666666667
"4859","YK Pathan","MM Patel",1,12,0.0833333333333333,0.916666666666667
"4860","YK Pathan","MM Sharma",1,24,0.0416666666666667,0.958333333333333
"4861","YK Pathan","NM Coulter-Nile",1,12,0.0833333333333333,0.916666666666667
"4862","YK Pathan","P Kumar",1,19,0.0526315789473684,0.947368421052632
"4863","YK Pathan","PP Chawla",3,22,0.136363636363636,0.863636363636364
"4864","YK Pathan","PP Ojha",3,49,0.0612244897959184,0.938775510204082
"4865","YK Pathan","PV Tambe",1,8,0.125,0.875
"4866","YK Pathan","R Ashwin",3,34,0.0882352941176471,0.911764705882353
"4867","YK Pathan","R Bhatia",1,10,0.1,0.9
"4868","YK Pathan","R Dhawan",1,11,0.0909090909090909,0.909090909090909
